"map","begin","title","end"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00040000001","1700-01-01","Amsteldam ten vijfde mael vergroot soo veel als sich vertoont westwaerts buyten de Heere gracht Ao 1612- Amstelodamum, quinta vice Auctum, quale est versus Occidentem extra sossam-dominicam 1612","1708-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00041000001","1721-01-01","Amsteldam ten vijffde mael vergroot soo veel als sich vertoont westwaerts buyten de Heeregracht, Ann0 1612","1721-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00042000001","1713-01-01","Amsteldam ten Vijfde mael vergroot Soo veel als Sich verthoont Westwaert buyten de Heere graft Anno 1612","1751-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00043000001","1678-01-01","Amsteldam ten vijffde-mael vergroot soo veel als sich vertoont West-waert buyten de Heere-graft. Anno 1612","1680-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00044000001","1623-01-01","Eerste editie van de kaart van Amsterdam op schaal 1:10.500 door een onbekende kartograaf, opgenomen in de 'Handvesten, Privilegien, Octroyen, Costumen En Willekeuren Der Stad Amstelredam [...]' uit 1624","1623-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00045000001","1631-01-01","Amstelodamum celebre emporium forma plana","1640-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00046000001","1632-01-01","Amstelodamum celebre emporium forma plana","1643-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00047000001","1625-01-01","Amstelredamum emporium Hollandiae primarium totiusque Europae celeberrimum","1625-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00047000002","1625-01-01","Amstelredamum emporium Hollandiae primarium totiusque Europae celeberrimum","1625-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00047000003","1625-01-01","Amstelredamum emporium Hollandiae primarium totiusque Europae celeberrimum","1625-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00047000004","1625-01-01","Amstelredamum emporium Hollandiae primarium totiusque Europae celeberrimum","1625-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00047000005","1625-01-01","Amstelredamum emporium Hollandiae primarium totiusque Europae celeberrimum","1625-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00047000006","1625-01-01","Amstelredamum emporium Hollandiae primarium totiusque Europae celeberrimum","1625-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00047000007","1625-01-01","Amstelredamum emporium Hollandiae primarium totiusque Europae celeberrimum","1625-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00047000008","1625-01-01","Amstelredamum emporium Hollandiae primarium totiusque Europae celeberrimum","1625-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00048000001","1632-01-01","Amstelredam","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00049000001","1639-01-01","Tweede editie van de kaart van Amsterdam op schaal 1:10.500 door een onbekende kartograaf, opgenomen in de 'Handvesten' uit 1639 uitgegeven door Jacob Pietersz","1663-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00050000001","1656-01-01","Amsterdam","1658-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00051000001","1663-01-01","Amsterdam met d'Uitlegging van 't Jaar 1613","1693-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00052000001","1726-01-01","Amsterdam met d'Uytlegging van 't Jaer 1613","1726-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00053000001","1900-01-01","Oud Amsterdam; Amsterdam met d'Uijtlegging van 't Jaer 1613","1900-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00054000001","1626-01-01","Amsterdam","1640-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00056000001","1651-01-01","Amstelodami Celeberrimi Hollandiae Emporii","1651-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00057000001","1651-01-01","Amsteldamu Celeberrimu Hollandiae Emporiu","1651-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00058000001","1651-01-01","Amsteldamu Celeberrimu Hollandiae Emporiu","1651-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00059000001","1641-01-01","Amstelodamum celebre emporium forma plana","1648-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00060000001","1665-01-01","Amsterdam met haar verscheyde vergrootingen, zo als het was, tot den Jare 1658","1665-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00061000001","1662-01-01","Amsterdam Gelijk die geweest is tot den jare 1658","1748-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00062000001","1662-01-01","Afbeeldingh der Stadt Amsterdam met de Oude en Nieuwe Royingh van Straeten en Grachten","1662-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00063000001","1662-01-01","Platte gront van d'Oude en Nieuwe Royinge der stadt Amsterdam","1662-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00064000001","1662-01-01","Platte gront vande Oude en Nieue Royinge der Steede Amsterdam [...]","1663-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00065000001","1663-01-01","Amstelodami Veteris et Novissimae Urbis Accuratissima Delineatio","1663-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00066000001","1663-01-01","Nette aftekening van d'oude en nieuwe roojingh der stadt Amsterdam","1694-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00067000001","1663-01-01","Nette afteekening van d'oude en nieuwe roojingh der stadt Amsterdam","1694-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00068000001","1726-01-01","Nette afteekening van d'oude en nieuwe roojingh der stadt Amsterdam","1726-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00069000001","1662-01-01","Amsterdam, met de nieuwe vergrooting","1662-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00070000001","1662-01-01","Amsterdam, met de nieuwe vergrootingh","1663-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00071000001","1662-01-01","Amsterdam met zyn niewe uytleggingh en vergroting in 't Iaar 1662","1662-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00072000001","1662-01-01","Amsterdam met zyn niewe uytleggingh en vergroting in 't Iaar 1662","1663-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00073000001","1662-01-01","Amsterdam met zyn niewe uytleggingh en vergroting in 't Iaar 1662","1662-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00074000001","1664-01-01","Amsterdam met zyn niewe uytleggingh en vergrooting in 't Iaer 1662","1669-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00075000001","1665-01-01","Afbeelding der stat Amsterdam : met haar laetste Vergrooting. In den Jare 1665. Getekent- en uytgegeven door Daniel Stalpaert Architect dezer steede Amsterdam","1665-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00076000001","1672-01-01","Amsteldam in regimenten en wycken verdeelt","1672-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00077000001","1672-01-01","Amsteldam in regimenten en wycken verdeelt","1672-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00078000001","1694-01-01","Tweede uitgave van een kaart van Amsterdam door een onbekende kartograaf met weergave van de Vierde Uitleg","1694-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00079000001","1682-01-01","Ingekleurde tweede uitgave van een kaart van Amsterdam door een onbekende kartograaf met weergave van de Vierde Uitleg","1682-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00080000001","1728-01-01","Amsterdam","1728-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00081000001","1669-01-01","Amstelodami veteris et novissimae urbis accvratissima delineatio","1673-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00082000001","1876-01-01","Afbeelding der stat Amsterdam : met haar laetste Vergrooting. In den Jare 1665. Getekent- en uytgegeven door Daniel Stalpaert Architect dezer steede Amsterdam","1876-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00083000001","1876-01-01","Afbeelding der stat Amsterdam : met haar laetste Vergrooting. In den Jare 1665. Getekent- en uytgegeven door Daniel Stalpaert Architect dezer steede Amsterdam","1876-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00084000001","1726-01-01","Amsterdam, In Desselfs Onderscheidene Vergrootingen","1726-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00085000001","1696-01-01","Amsterdam Ville Capitale du Comté de Hollande [...]","1696-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00086000001","1696-01-01","Amsterdam Ville Capitale du Comté de Hollande [...]","1696-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00087000001","1674-01-01","Amstelodamum","1681-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00088000001","1680-01-01","Amstelodamum vetus et novissmum per Carolus Allardt","1681-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00089000001","1681-01-01","Amsteldam in regimenten en wycken verdeelt","1681-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00090000001","1682-01-01","Amstelodami Celeberrimi Hollandiae Emporii Delineatio Nova","1682-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00091000001","1682-01-01","Amstelodamum vetus et novissmum per Carolus Allardt","1683-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00092000001","1678-01-01","Amstelodami veteris et novissimi delineatio per Joannes de Ram","1682-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00093000001","1683-01-01","Amstelodami veteris et novissimi delineatio per Joannem de Ram","1693-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00094000001","1672-01-01","Exactissima Amstelodami Veteris et Novissimi Delineatio per F. de Wit","1674-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00095000001","1693-01-01","Amstelodami veteris et novissimi delineatio per Jacobum de la Feuille","1719-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00096000001","1719-01-01","Amstelodami veteris et novissimi delineatio per Jacobum de la Feuille","1734-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00097000001","1688-01-01","Novissima Amstelodamum tabula per I. Bormeester","1688-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00098000001","1692-01-01","Amsteldam","1692-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00099000001","1693-01-01","Amsterdam met desselfs omleggende landen","1693-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00100000001","1693-01-01","Amsterdam met desselfs omleggende landen","1693-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00101000001","1726-01-01","Amsterdam met desselfs omleggende landen","1726-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00102000001","1701-01-01","Amstelodamum Cum Antiquis et Nuperrimis pomoeriis","1704-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00103000001","1704-01-01","Amstelodamum Cum Antiquis et Nuperrimis pomoeriis","1704-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00105000001","1720-01-01","Amstelodamum | Amsterdam","1727-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00106000001","1693-01-01","Amsterdam Ville Capitale du Comté de Hollande [...]","1693-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00107000001","1700-01-01","Amstelodami Celeberrimi Hollandiae Emporii Delineatio Nova","1700-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00108000001","1688-01-01","Amstelodami veteris et novissimae vrbis accvratissima delineatio","1695-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00109000001","1688-01-01","Amstelodami veteris et novissimae vrbis accvratissima delineatio","1695-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00110000001","1695-01-01","Amstelodami veteris et novissimae vrbis accvratissima delineatio","1720-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00111000001","1731-01-01","Amsterdam die Weltberühmte Haupt- und Handel Statt in Holland [...]","1741-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00112000001","1762-01-01","Amsterdam die Weltberühmte Haupt- und Handel Statt in Holland [...]","1777-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00113000001","1762-01-01","Amsterdam die Weltberühmte Haupt- und Handel Statt in Holland [...]","1777-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00114000001","1741-01-01","Amsterdam die Weltberühmte Haupt- und Handel Statt in Holland [...]","1762-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00115000001","1680-01-01","Amstelaedami Novissima Delineatio per Petrum Schenk","1688-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00116000001","1785-01-01","La Ville D'Amsterdam","1786-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00117000001","1720-01-01","La Ville d'Amsterdam","1769-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00118000001","1711-01-01","La Ville de Amsterdam","1711-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00119000001","1684-01-01","Amstelodamum vetus et novissmum per Wilheng Koning","1684-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00120000001","1701-01-01","Amsterdam Fameux Port de Mer","1701-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00121000001","1714-01-01","Amsterdam Fameux Port de Mer","1717-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00122000001","1721-01-01","Amstelodami veteris et novissimae vrbis accvratissima delineatio","1721-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00123000001","1680-01-01","Amsterdam","1680-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00124000001","1720-01-01","A New Map of the City of Amsterdam Most Humbly Inscrib'd to Iohn Hedworth Esqr. 1720","1720-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00125000001","1700-01-01","Eerste editie van de kaart van Amsterdam op schaal ca. 1:4.750 door een onbekende kartograaf, met in stippellijnen een weergave van het systeem van de waterverversing","1700-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00126000001","1721-01-01","Amstelodami veteris et novissimae vrbis accvratissima delineatio","1721-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00127000001","1721-01-01","Novissima Amstelodamum tabula per I. Covens & C. Mortier","1723-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00128000001","1739-01-01","Plan de la Grande et Fameuse Ville Marchande d'Amsterdam","1739-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00129000001","1725-01-01","Plan de la Ville de Amsterdam - De Platte grond van de Stad Amsteldam","1725-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00130000001","1725-01-01","Plan de la Ville de Amsterdam - De Platte grond van de Stad Amsteldam","1725-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00131000001","1727-01-01","Accurater Grundris und Prospect der Weltberuhmten Hollandischen Haupt und Handels-stadt Amsterdam","1727-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00132000001","1727-01-01","Accurater Grundris und Prospect der Weltberuhmten Hollandischen Haupt und Handels-stadt Amsterdam","1727-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00133000001","1727-01-01","Amstelaedami Emporii Totius Europae Celeberrimi Nova et Accuratissima Delineatio | Naaukeurige Afbeelding Van De Wydvermaarde Koopstadt Amsterdam","1732-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00134000001","1710-01-01","Kaart van Amsterdam op schaal ca. 1:7.500, vermoedelijk een proefdruk door Reinier en Josua Ottens","1713-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00135000001","1730-01-01","Amstelaedami Emporii Totius Europae Celeberrimi Nova et Accuratissima Delineatio | Naaukeurige Afbeelding Van De Wydvermaarde Koopstadt Amsterdam","1730-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00136000001","1730-01-01","Amstelaedami Emporii Totius Europae Celeberrimi Nova et Accuratissima Delineatio | Naaukeurige Afbeelding Van De Wydvermaarde Koopstadt Amsterdam","1730-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00137000001","1730-01-01","Amstelaedami Emporii Totius Europae Celeberrimi Nova et Accuratissima Delineatio | Naaukeurige Afbeelding Van De Wydvermaarde Koopstadt Amsterdam","1730-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00138000001","1730-01-01","Amstelaedami Emporii Totius Europae Celeberrimi Nova et Accuratissima Delineatio | Naaukeurige Afbeelding Van De Wydvermaarde Koopstadt Amsterdam","1730-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00139000002","1726-01-01","Nieuwe en zeer Naeukeurige Kaerte der Stadt Amsterdam met alle haere Gebouwen Waterkeeringen en Wyken der Burger Compagnien","1731-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00140000001","1734-01-01","Plan tres exact de la fameuse ville marchande d'Amsterdam","1736-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00141000001","1736-01-01","Plan tres exact de la fameuse ville marchande d'Amsterdam","1737-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00142000001","1744-01-01","Amsterdam","1750-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00143000001","1742-01-01","Grondtekening der Stad Amsterdam","1742-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00144000001","1760-01-01","Amsterdam in zynen Oudsten Staat en byzondere Vergrootingen, door zevenderlei Stippen en Streepen, afgebeeld","1760-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00145000001","1748-01-01","Amstelodami Veteris et Novissimae Urbis Accuratissima Delineatio","1748-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00146000001","1760-01-01","Amsterdams oudste staat, en byzondere vergrootingen, door zevenderlei Stippen en Streepen afgebeeld","1760-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00147000001","1900-01-01","Oud Amsterdam","1900-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00148000001","1764-01-01","Idée de la Ville d'Amsterdam","1764-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00149000001","1769-01-01","De Platte Grond van de Stad Amsteldam","1803-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00150000001","1772-01-01","Plan de la Ville de Amsterdam - De Platte grond van de Stad Amsteldam","1802-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00151000001","1767-01-01","Plan de la Ville de Amsterdam. - De Platte grond van de Stad Amsteldam","1773-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00152000001","1804-01-01","De Platte Grond van de Stad Amsteldam","1804-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00153000001","1766-01-01","Amsterdam","1766-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00154000001","1766-01-01","Amsterdam","1766-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00155000001","1774-01-01","Amsterdam","1785-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00156000001","1774-01-01","Amsterdam","1785-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00157000001","1773-01-01","Plan tres exact de la fameuse ville marchande d'Amsterdam","1783-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00158000001","1774-01-01","Platte Grond der Stad Amsterdam. | Plan de la Ville d'Amsterdam","1775-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00159000001","1778-01-01","Platte Grond der Stad Amsterdam. | Plan de la Ville d'Amsterdam","1783-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00160000001","1783-01-01","Plan tres exact de la fameuse ville marchande d'Amsterdam","1783-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00162000001","1795-01-01","Nieuwe platte grond der stad Amsteldam, nu uitmaakende de XIV Districten van het YE en Een gedeelte - van het District YE-en Meer verdeeld in 433 grondvergaderingen ieder bevattende 500 zielen met aanwyzing der Districten waar toe zij behooren","1796-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00163000001","1796-01-01","Plan nouveau & très exact de la ville d'Amsterdam, nieuwe platte grond der stad Amsterdam [...]","1796-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00164000001","1800-01-01","A Plan of the City of Amsterdam","1800-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00165000001","1806-01-01","Plan nouveau & très exact de la ville d'Amsterdam, nieuwe platte grond der stad Amsterdam [...]","1806-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00166000001","1806-01-01","Nieuwe platte grond der stad Amsteldam. Verdeeld in sestig wijken","1806-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00167000001","1807-01-01","Plan Itinéraire d'Amsterdam","1807-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00168000001","1807-01-01","Plan von Amsterdam","1807-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00169000001","1809-01-01","Platte-Grond van Amsterdam","1809-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00170000001","1809-01-01","Platte Grond der Stad Amsterdam. | Plan de la Ville d'Amsterdam","1809-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00171000001","1810-01-01","Platte Grond der Stad Amsterdam. | Plan de la Ville d'Amsterdam","1812-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00172000001","1806-01-01","Nieuwe platte grond der stad Amsteldam. Verdeeld in sestig wijken","1809-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00173000001","1806-01-01","Plan nouveau & très exact de la ville d'Amsterdam, nieuwe platte grond der stad Amsterdam [...]","1811-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00174000001","1812-01-01","Kaart van Amsterdam zonder titel met weergave van het systeem van de waterverversing","1816-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00175000001","1816-01-01","Platte grond van Amsterdam verdeeld in 27 Bijbelvereenigingen, over de 60 onderscheiden Burgerwijken, met aanwijzing der Cantons, waartoe dezelve behoren","1820-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00176000001","1820-01-01","Plan nouveau & très exact de la ville d'Amsterdam, nieuwe platte grond der stad Amsterdam [...]","1825-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00177000001","1812-01-01","Platte grond der stad Amsterdam | Plan de la ville d'Amsterdam","1812-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00178000001","1838-01-01","Platte grond der stad Amsterdam | Plan de la Ville D'Amsterdam","1841-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00179000001","1826-01-01","Amsterdam","1826-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00180000001","1829-01-01","Nieuwe Kaart der Stad Amsterdam","1829-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00181000001","1832-01-01","Manuscriptkaart van Amsterdam, met in kleur de twaalf cholerawijken met ieder een onderverdeling a en b, op schaal ca. 1:8.250, vervaardigd door een onbekende kartograaf","1834-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00182000001","1831-01-01","Hollande. | Plan d'Amsterdam | Amsterdam","1831-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00183000001","1832-01-01","Platte Grond der Stad Amsterdam","1832-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00184000001","1837-01-01","Platte Grond der Stad Amsterdam","1839-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00185000001","1808-01-01","Platte Grond der Stad Amsterdam","1808-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00186000001","1832-01-01","Platte Grond der Stad Amsterdam","1832-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00187000001","1835-01-01","Platte Grond der stad Amsterdam","1835-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00188000001","1834-01-01","Plan de la ville d'Amsterdam","1834-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00189000001","1835-01-01","Amsterdam","1835-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00190000001","1835-01-01","Amsterdam","1835-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00191000001","1846-01-01","Amsterdam","1847-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00192000001","1838-01-01","Manuscriptkaart van Amsterdam op schaal ca. 1:7.500 door een onbekende kartograaf","1845-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00193000001","1834-01-01","Nieuwe platte grond der stad Amsterdam. | Nouveau Plan de la ville d'Amsterdam","1834-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00194000001","1830-01-01","Nieuwe Platte Grond der Stad Amsterdam. | Nouveau Plan de la Ville d'Amsterdam","1840-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00196000001","1837-01-01","Nouveau Plan de la Ville d'Amsterdam","1837-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00197000001","1838-01-01","Plan d'Amsterdam; d'après les améliorations récentes","1838-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00198000001","1838-01-01","Plan d'Amsterdam; d'après les améliorations récentes","1838-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00199000001","1839-01-01","Omnibus Kaart of Nieuwe Platte Grond der Stad Amsterdam waarop alle de Omnibus Liniën zijn aangeteekend. | Carte des Omnibus ou Nouveau Plan de la Ville d'Amsterdam sur lequel sont tracées toutes les lignes que parcourent les Omnibus","1839-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00200000001","1839-01-01","Nouveau Plan de la Ville d'Amsterdam","1841-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00201000001","1842-01-01","Platte Grond der Stad Amsterdam [...]","1842-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00202000001","1844-01-01","Plan von Amsterdam 1844","1844-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00203000001","1846-01-01","Distributie der Geleibuizen door Amsterdam voor de Waterleiding uit de Duinen by Haarlem","1846-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00204000001","1861-01-01","Amsterdam","1863-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00205000001","1849-01-01","Amsterdam","1849-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00206000001","1849-01-01","Kaart van Amsterdam op schaal ca. 1:50.000, uitgegeven door J.H. Schuhkrafft. Oriëntatie: zuidwest boven","1849-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00207000001","1847-01-01","Nouveau Plan d'Amsterdam","1847-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00208000001","1847-01-01","Amsterdam","1851-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00209000001","1853-01-01","Amsterdam","1853-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/KOKA00210000001","1858-01-01","Amsterdam","1858-12-31"
